"Date","Price","Open","High","Low","Vol.","Change %"
"17-09-2024","89,050","89,433","89,777","88,780","107.29K","-0.49%"
"16-09-2024","89,487","89,499","90,265","89,006","118.00K","0.48%"
"13-09-2024","89,059","87,377","89,642","87,272","203.98K","2.32%"
"12-09-2024","87,037","84,583","87,240","84,511","187.30K","2.99%"
"11-09-2024","84,508","83,804","85,085","83,267","173.78K","0.92%"
"10-09-2024","83,740","83,611","84,330","83,010","106.40K","0.05%"
"09-09-2024","83,694","82,989","83,838","82,358","108.53K","1.02%"
"06-09-2024","82,852","85,163","85,785","82,420","200.48K","-2.58%"
"05-09-2024","85,047","83,500","85,957","83,199","143.85K","1.65%"
"04-09-2024","83,666","83,389","84,099","82,711","99.34K","0.39%"
"03-09-2024","83,337","84,638","84,638","82,849","127.95K","-1.54%"
"02-09-2024","84,638","85,113","85,113","84,164","72.79K","1.12%"
"30-08-2024","83,699","84,500","84,918","83,230","0.44K","-1.45%"
"29-08-2024","84,930","84,711","85,113","84,000","0.27K","1.19%"
"28-08-2024","83,929","85,325","85,414","83,511","2.86K","-1.91%"
"27-08-2024","85,561","84,887","85,790","84,856","4.69K","0.59%"
"26-08-2024","85,059","84,950","85,700","84,356","28.63K","0.22%"
"23-08-2024","84,870","83,990","85,030","83,640","107.15K","1.56%"
"22-08-2024","83,563","84,511","84,923","83,110","86.84K","-1.23%"
"21-08-2024","84,607","84,345","85,035","84,050","68.00K","0.10%"
"20-08-2024","84,522","84,010","85,599","84,010","109.49K","0.44%"
"19-08-2024","84,151","83,300","84,539","83,255","111.69K","1.33%"
"16-08-2024","83,045","80,220","83,190","80,220","168.35K","3.64%"
"14-08-2024","80,125","81,089","81,700","79,828","140.45K","-1.21%"
"13-08-2024","81,105","81,500","81,559","80,610","88.38K","-0.65%"
"12-08-2024","81,637","80,465","81,768","80,301","116.03K","1.29%"
"09-08-2024","80,599","80,475","80,989","80,130","105.69K","-0.05%"
"08-08-2024","80,643","79,120","80,800","78,857","146.73K","2.05%"
"07-08-2024","79,020","79,511","79,990","78,925","124.60K","-0.86%"
"06-08-2024","79,707","79,801","80,059","78,402","161.85K","0.01%"
"05-08-2024","79,700","82,861","83,431","78,393","287.90K","-3.46%"
"02-08-2024","82,557","83,000","84,692","81,626","206.17K","-0.15%"
"01-08-2024","82,685","83,799","84,545","82,612","149.50K","-1.13%"
"31-07-2024","83,634","82,745","83,984","82,745","83.09K","1.14%"
"30-07-2024","82,695","81,359","82,831","81,200","113.25K","1.64%"
"29-07-2024","81,358","81,749","82,376","80,356","121.57K","-0.15%"
"26-07-2024","81,481","81,799","81,800","81,051","95.90K","0.08%"
"25-07-2024","81,419","84,779","84,800","80,800","170.63K","-4.21%"
"24-07-2024","84,999","85,199","85,790","84,812","104.00K","-0.01%"
"23-07-2024","85,009","89,101","89,240","84,400","213.10K","-4.71%"
"22-07-2024","89,211","90,100","90,100","88,516","118.77K","-0.50%"
"19-07-2024","89,658","91,511","91,601","89,265","157.34K","-2.27%"
"18-07-2024","91,744","92,113","92,580","91,370","109.93K","-0.16%"
"17-07-2024","91,888","93,343","93,500","91,600","138.69K","-2.00%"
"16-07-2024","93,759","92,741","93,970","92,356","157.59K","1.32%"
"15-07-2024","92,533","93,016","93,350","92,300","123.51K","-0.52%"
"12-07-2024","93,021","94,001","94,001","92,056","155.59K","-1.12%"
"11-07-2024","94,078","93,239","94,479","93,088","150.23K","1.40%"
"10-07-2024","92,777","93,016","93,672","92,646","106.32K","-0.10%"
"09-07-2024","92,872","92,649","93,585","92,330","127.61K","0.36%"
"08-07-2024","92,538","93,350","93,770","92,000","128.28K","-1.01%"
"05-07-2024","93,478","92,007","94,074","91,500","191.56K","1.74%"
"04-07-2024","91,882","91,762","92,140","91,440","73.05K","-0.07%"
"03-07-2024","91,948","90,237","92,319","89,800","182.73K","2.25%"
"02-07-2024","89,928","89,842","90,821","89,555","122.58K","0.17%"
"01-07-2024","89,776","89,536","90,199","89,076","98.60K","2.12%"
"28-06-2024","87,911","87,389","88,774","87,180","0.96K","0.93%"
"27-06-2024","87,105","86,624","87,600","86,400","0.75K","0.14%"
"26-06-2024","86,984","87,300","87,435","86,148","1.28K","0.02%"
"25-06-2024","86,970","88,700","89,138","86,850","3.51K","-1.66%"
"24-06-2024","88,442","89,017","89,150","88,127","22.02K","-0.55%"
"21-06-2024","88,933","91,111","91,338","88,813","97.24K","-2.59%"
"20-06-2024","91,294","89,400","91,470","89,300","117.94K","2.35%"
"19-06-2024","89,201","88,877","89,251","88,604","59.25K","0.32%"
"18-06-2024","88,919","88,968","89,298","87,817","101.70K","0.23%"
"17-06-2024","88,716","88,601","89,250","88,224","53.05K","-0.27%"
"14-06-2024","88,957","88,233","89,077","87,800","110.00K","1.16%"
"13-06-2024","87,934","90,000","90,000","87,355","170.77K","-2.69%"
"12-06-2024","90,362","88,977","91,070","88,840","151.33K","1.94%"
"11-06-2024","88,643","89,801","89,801","88,127","121.85K","-1.43%"
"10-06-2024","89,925","89,620","90,151","88,900","113.13K","0.89%"
"07-06-2024","89,128","93,495","94,489","88,806","275.41K","-4.87%"
"06-06-2024","93,687","90,504","93,780","90,504","179.44K","3.71%"
"05-06-2024","90,338","89,833","90,490","88,888","129.82K","0.83%"
"04-06-2024","89,593","91,941","92,669","89,238","188.73K","-2.60%"
"03-06-2024","91,986","91,451","92,345","89,946","183.77K","0.54%"
"31-05-2024","91,494","93,600","94,993","91,302","228.23K","-2.71%"
"30-05-2024","94,038","95,703","95,793","93,601","182.99K","-2.03%"
"29-05-2024","95,982","95,438","96,370","94,623","157.00K","0.70%"
"28-05-2024","95,315","94,552","96,076","93,174","219.51K","0.93%"
"27-05-2024","94,434","90,999","94,587","90,716","154.51K","4.34%"
"24-05-2024","90,504","90,188","91,301","90,187","113.72K","0.09%"
"23-05-2024","90,419","92,620","92,900","90,240","203.69K","-2.72%"
"22-05-2024","92,946","94,554","94,798","92,701","161.36K","-1.77%"
"21-05-2024","94,619","94,750","95,836","93,001","228.81K","-0.54%"
"20-05-2024","95,130","91,197","95,399","91,055","216.47K","4.75%"
"17-05-2024","90,812","87,001","91,124","86,826","209.37K","4.19%"
"16-05-2024","87,157","86,610","87,366","86,610","118.82K","0.50%"
"15-05-2024","86,727","85,350","86,851","85,060","176.21K","1.72%"
"14-05-2024","85,257","84,774","85,550","84,543","106.39K","0.59%"
"13-05-2024","84,754","84,628","85,078","84,241","80.90K","-0.02%"
"10-05-2024","84,775","84,510","85,666","84,266","140.96K","0.49%"
"09-05-2024","84,362","82,979","84,425","82,957","132.13K","1.80%"
"08-05-2024","82,874","82,804","83,049","82,250","84.39K","0.10%"
"07-05-2024","82,790","82,823","83,200","82,470","71.76K","-0.04%"
"06-05-2024","82,827","81,080","82,891","81,080","137.87K","2.27%"
"03-05-2024","80,991","81,373","81,825","80,486","152.17K","-0.38%"
"02-05-2024","81,302","81,279","81,548","80,302","158.71K","0.14%"
"01-05-2024","81,187","80,920","81,400","80,775","63.43K","2.21%"
"30-04-2024","79,433","80,253","80,490","79,103","1.73K","-1.66%"
"29-04-2024","80,770","79,500","81,413","79,300","3.52K","0.04%"
"26-04-2024","80,741","80,810","81,310","80,406","2.23K","0.11%"
"25-04-2024","80,650","79,875","80,980","79,780","4.43K","0.60%"
"24-04-2024","80,172","80,645","80,800","79,882","30.56K","-0.23%"
"23-04-2024","80,357","80,197","80,884","79,162","89.59K","-0.10%"
"22-04-2024","80,439","82,656","83,565","80,309","122.11K","-3.41%"
"19-04-2024","83,279","83,474","83,675","82,639","81.76K","0.13%"
"18-04-2024","83,169","83,999","84,801","82,970","66.65K","-0.25%"
"17-04-2024","83,377","83,499","84,112","83,096","73.24K","0.00%"
"16-04-2024","83,374","83,800","84,100","82,902","121.90K","-0.38%"
"15-04-2024","83,690","82,845","83,850","82,800","133.51K","1.20%"
"12-04-2024","82,695","82,800","85,950","82,510","227.67K","0.02%"
"11-04-2024","82,675","82,471","82,740","82,017","61.99K","0.25%"
"10-04-2024","82,465","82,400","83,150","81,530","166.18K","0.23%"
"09-04-2024","82,277","81,799","82,860","81,631","141.58K","0.70%"
"08-04-2024","81,709","80,775","81,932","80,630","121.83K","1.23%"
"05-04-2024","80,713","79,600","80,877","78,475","172.75K","1.12%"
"04-04-2024","79,818","78,995","79,955","78,985","113.86K","1.26%"
"03-04-2024","78,827","76,950","78,980","76,950","150.01K","2.56%"
"02-04-2024","76,860","75,600","76,931","75,380","158.25K","1.88%"
"01-04-2024","75,445","75,100","76,171","75,000","160.12K","0.58%"
"28-03-2024","75,012","75,040","75,040","75,040","","0.00%"
"27-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"26-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"25-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"22-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"21-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"20-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"19-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"18-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"15-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"14-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"13-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"12-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"11-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"08-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"07-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"06-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"05-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"04-03-2024","75,012","75,012","75,012","75,012","","0.00%"
"01-03-2024","75,012","75,012","75,012","75,012","","9.28%"
"29-02-2024","68,639","69,270","69,969","68,001","0.33K","-0.65%"
"28-02-2024","69,088","68,889","69,353","68,691","0.91K","-0.14%"
"27-02-2024","69,184","69,598","70,279","69,093","4.08K","-0.42%"
"26-02-2024","69,477","70,035","70,367","69,459","1.64K","-1.20%"
"23-02-2024","70,322","70,117","70,578","69,686","72.76K","0.05%"
"22-02-2024","70,284","70,775","71,199","67,878","132.38K","-0.60%"
"21-02-2024","70,706","71,300","71,449","70,621","55.97K","-0.83%"
"20-02-2024","71,300","71,300","71,584","71,080","52.85K","-0.12%"
"19-02-2024","71,388","71,800","72,025","71,260","48.12K","-0.99%"
"16-02-2024","72,105","71,220","72,175","70,860","133.99K","1.31%"
"15-02-2024","71,175","70,255","71,446","70,056","152.58K","1.34%"
"14-02-2024","70,236","69,805","70,362","69,270","110.15K","0.59%"
"13-02-2024","69,823","71,197","71,575","69,760","167.39K","-1.79%"
"12-02-2024","71,096","70,933","71,870","70,764","159.27K","0.34%"
"09-02-2024","70,858","70,951","71,243","70,567","110.70K","-0.09%"
"08-02-2024","70,923","70,450","71,050","70,062","126.24K","0.63%"
"07-02-2024","70,479","70,601","70,680","70,249","86.61K","-0.35%"
"06-02-2024","70,723","70,800","70,890","70,453","84.64K","0.09%"
"05-02-2024","70,661","71,330","71,330","70,526","103.58K","-0.88%"
"02-02-2024","71,285","72,400","72,467","70,901","158.96K","-1.34%"
"01-02-2024","72,256","72,434","72,489","71,153","204.27K","-0.11%"
"31-01-2024","72,332","72,364","72,690","72,228","91.84K","-0.06%"
"30-01-2024","72,377","72,490","72,720","72,121","109.35K","-0.05%"
"29-01-2024","72,416","71,905","72,563","71,809","121.58K","0.77%"
"25-01-2024","71,861","71,700","72,244","71,700","100.06K","-0.10%"
"24-01-2024","71,931","71,079","72,188","70,975","144.07K","1.20%"
"23-01-2024","71,081","71,150","71,349","70,800","80.75K","0.15%"
"22-01-2024","70,975","71,400","71,400","70,353","77.48K","-0.87%"
"19-01-2024","71,598","71,699","71,978","71,450","92.28K","-0.18%"
"18-01-2024","71,730","71,639","71,785","71,313","95.28K","0.18%"
"17-01-2024","71,604","72,101","72,101","71,500","131.72K","-0.82%"
"16-01-2024","72,198","72,546","72,675","72,110","128.89K","-0.67%"
"15-01-2024","72,686","72,700","72,899","72,466","66.73K","0.20%"
"12-01-2024","72,543","71,600","73,200","71,600","235.91K","1.47%"
"11-01-2024","71,492","72,199","72,550","71,326","194.86K","-0.82%"
"10-01-2024","72,080","72,227","72,440","71,806","118.73K","-0.11%"
"09-01-2024","72,158","72,556","73,000","72,125","122.40K","-0.47%"
"08-01-2024","72,497","72,700","72,700","71,922","129.48K","-0.24%"
"05-01-2024","72,671","72,500","73,399","71,867","216.98K","0.32%"
"04-01-2024","72,437","72,566","72,583","71,751","142.60K","0.02%"
"03-01-2024","72,420","74,062","74,177","72,279","254.73K","-2.32%"
"02-01-2024","74,143","74,487","74,974","74,090","156.76K","-0.34%"
"01-01-2024","74,393","74,351","74,450","74,225","14.78K","-0.03%"
"29-12-2023","74,417","74,907","74,907","73,701","202.76K","-0.78%"
"28-12-2023","74,999","75,550","75,685","74,910","128.57K","-0.77%"
"27-12-2023","75,578","75,198","75,740","74,720","140.42K","0.72%"
"26-12-2023","75,041","75,450","75,639","74,860","101.86K","-0.42%"
"22-12-2023","75,357","75,315","75,933","75,115","145.55K","-0.04%"
"21-12-2023","75,389","75,409","75,724","75,021","145.15K","-0.03%"
"20-12-2023","75,409","74,830","75,698","74,561","150.62K","0.82%"
"19-12-2023","74,799","74,404","75,020","74,274","121.23K","0.50%"
"18-12-2023","74,424","74,680","74,747","74,130","117.31K","-0.19%"
"15-12-2023","74,562","75,149","75,246","74,300","162.12K","-0.61%"
"14-12-2023","75,016","71,800","75,159","71,800","330.24K","4.68%"
"13-12-2023","71,659","72,000","72,050","71,378","156.97K","-0.49%"
"12-12-2023","72,010","72,148","72,925","71,868","179.94K","-0.03%"
"11-12-2023","72,031","72,695","72,729","71,906","160.86K","-0.91%"
"08-12-2023","72,695","74,444","74,777","72,639","291.20K","-2.26%"
"07-12-2023","74,376","74,788","74,950","74,101","174.16K","-0.66%"
"06-12-2023","74,871","75,389","75,599","74,800","163.39K","-0.49%"
"05-12-2023","75,236","76,321","76,321","74,951","238.69K","-1.11%"
"04-12-2023","76,077","77,900","78,315","75,820","257.42K","-2.25%"
"01-12-2023","77,826","77,320","77,950","77,115","160.80K","3.27%"
"30-11-2023","75,359","75,497","76,100","73,000","3.82K","-0.06%"
"29-11-2023","75,403","75,194","75,980","73,000","2.40K","0.34%"
"28-11-2023","75,144","74,698","75,542","74,323","3.20K","0.62%"
"27-11-2023","74,680","73,950","75,062","73,950","2.18K","1.61%"
"24-11-2023","73,495","72,750","73,736","72,552","39.96K","0.91%"
"23-11-2023","72,830","72,861","73,129","72,725","60.56K","-0.04%"
"22-11-2023","72,859","73,094","73,509","72,650","92.95K","-0.53%"
"21-11-2023","73,246","72,940","73,580","72,625","129.14K","0.80%"
"20-11-2023","72,666","72,991","73,351","72,138","118.05K","-0.64%"
"17-11-2023","73,133","73,352","73,899","72,871","151.21K","-0.22%"
"16-11-2023","73,293","72,230","73,696","72,113","211.76K","1.22%"
"15-11-2023","72,409","71,800","72,729","71,723","186.22K","1.09%"
"14-11-2023","71,625","70,089","71,846","69,905","169.89K","2.39%"
"13-11-2023","69,956","70,100","70,155","69,232","123.93K","-0.21%"
"12-11-2023","70,104","70,336","70,336","70,000","6.91K","-0.12%"
"10-11-2023","70,186","71,344","71,400","70,111","154.03K","-1.55%"
"09-11-2023","71,293","71,000","71,734","70,314","189.25K","0.26%"
"08-11-2023","71,111","70,751","71,395","70,271","177.26K","0.51%"
"07-11-2023","70,750","72,040","72,040","70,670","186.43K","-1.97%"
"06-11-2023","72,171","72,066","72,415","71,905","99.81K","-0.11%"
"03-11-2023","72,251","71,238","72,481","71,070","269.74K","1.07%"
"02-11-2023","71,486","71,400","72,185","71,207","178.73K","0.19%"
"01-11-2023","71,348","71,610","71,980","70,964","185.39K","-0.55%"
"31-10-2023","71,742","72,665","72,768","71,609","207.37K","-1.44%"
"30-10-2023","72,790","71,887","73,340","71,887","227.09K","1.42%"
"27-10-2023","71,769","71,700","71,949","71,401","141.47K","0.15%"
"26-10-2023","71,661","71,873","72,349","70,915","212.42K","-0.23%"
"25-10-2023","71,823","71,765","72,092","71,121","159.65K","-0.04%"
"24-10-2023","71,854","72,100","72,100","71,450","90.56K","-0.47%"
"23-10-2023","72,196","72,865","72,900","71,950","157.13K","-1.00%"
"20-10-2023","72,926","71,900","73,478","71,780","300.47K","1.70%"
"19-10-2023","71,704","71,851","72,236","71,250","191.08K","-0.39%"
"18-10-2023","71,987","71,850","72,750","71,382","251.56K","0.48%"
"17-10-2023","71,641","71,101","71,940","70,813","154.59K","0.45%"
"16-10-2023","71,321","71,321","71,448","70,600","79.49K","0.00%"
